Message,Availability,Payment,Attraction (Experiences),Facility,House Rules,Location,Discount,Contact Host,Others
HiWe are looking to hire an apartment for a family group of 5 persons for 3 nights from 05 Jan 2016 and wanted to check availability of yours.ThanksRob,1,,,,,,,,
"Hello again , I guess this is the best way .. I am sending a new inquiry here for new dates and you can reply me with the price , so I pay directly with the credit card . All the best, Zeid",,1,,,,,,,1
"Hello! My name is Nadia and I am looking for a home away from home for me, my boyfriend and his parents while visiting Sydney with them. Is the apt available for the period I request? Is the car park included? ( I have a 4w car with a rooftop tent, so the car is 2.15 m high ).Thank you for your time.Hope to hear soon from you.Nadia",1,,,1,,,,,
"hi,this is haruki.i stay australia by workingholiday visa.i wanna stay your room in new year.because my friends is going to come to sydney from japan at that time.is there still available?",1,,,,,,,,
"Dear Austin,We are group of 11 people planing to book for your apartment (with 2 room with 2 double bed and 1 room with a double n single bed), May we know how much is the cost? Because the website shown us the extra person, since we didnt above 14 ppl,",,1,,,,,,,
"Hi.. I would like to inquire a room good for 8pax.. Check In nov.27, check out Nov.30..Law students from Digos Davao del sur.Here;s my contact number: +-- ---- ----ThanksFLORECES L. LOGRONIO",,,,,,,,1,
"Hello, I tried to book on my iPad but it will not seem to work. Please let me know how else I can bookThanksG",,,,,,,,,1
Hi there. May i know where is your apartment exact location at?,,,,,,1,,,
"Hi Chris,Just wondering, would it be possible to do a late check-in? My flight only touches down in Haneda Airport at 10pm.",,,,,1,,,,
"Dear Shofi,I require 3 units, with 3-bed rooms each. Do you have enough units from 15th March till 17?+-- ---- ----",1,,,,,,,,
"I would like to stay in your apartment. I am coming with my parents, wife and kid. Is it ok to stay",,,,,1,,,,
"Hello, I am in Waikiki on a short term job and would love to see your unit in the Kai Lani, Foster Tower. Could even move in today. Please call +-- ---- ---- or email",,,,,,,,1,
"Hi, is this avail from the 18th-21st of March?",1,,,,,,,,
My name is Keith Errol Benson. Please Google I am a published author and filmmaker. Would love to consider your place for a film set if suitable. Please.let me know. Thank you. Also are you near Korean Embassy and what is your best Monthly rate? Jan 12 - Feb 12?,,1,,,,,,,1
I am interested in learning more about this property. Please email me with a good time to talk with you. I am very interested and would book as soon as tomorrow .Jerry Atkinson,,,,,,,,1,
any available room good for 6?,1,,,,,,,,
Can we sleep 8 adults 2 children (5 & 9 years old). Cost for 7 days. Van hire with driver cost.,,,,1,,,,,
"hi , I am Pooja Sharma from Gurgaon Delhi . I am visiting Goa with my Husband , Daughter , sister, her kids and my Brother. I would like to book this apartment for 3/1 to 6/1. I have not been able to make payment online (I have tried a few times today) .. pls help",1,,,,,,,,1
I'm looking for a short term stay fm 19 jan fr 10 days for a family of 1 baby 2 small boys & 3 adults,1,,,,,,,,
"Hi,I would like to know details regarding this accommodation and if it will be possible if I want to visit the place this weekend. Please provide an approximate estimation for 5 days.Thanks, Preethi",1,1,,,,,,,
Hi.My father is handicap and just wonder if its bedroom and toilet/shower on the 1 floor in this Villa. Best regardsXander,,,,1,,,,,
"Hi,My parents in law live in an apartment in the docklands of Lorimer street. We live in Indonesia but are coming home for xmas and looking for somewhere to stay for the above dates. I noticed the photos were showing a 1bed apartment but the description is talking about a 2 bedroom apartment. I want to make sure if I book this I am getting a 2 bedroom apartment. Are we getting a 2 bedroom apartment?",,,,1,,,,,
"Hi Marine, it's Zhi Wei here.. I'll be travelling to Korea to see sakura with my family total of 7 persons include me.. I am interested with your place and would like to know is it close to any subway station? And also I would like to ask if you could tell me where is the nearest and best place to see sakura from your place.. Thanks",,,1,,,1,,,
Interested in your property. What would the total cost be?,,1,,,,,,,
"Hi! My name is Carmen and I am from Hong Kong. I am planning on travelling to Melbourne next April to May for roughly a month for an attachment in the hospital. Therefore, I am wondering is there transport from your place to The Royal Children's Hospital? Is it a walkable distance? As I am travelling alone, I would also like to ask whether the neighbourhood is safe, especially during the night?Thanks a lot! Looking forward to your reply :)",,,,1,,1,,,
Coming to your beautiful city for a bit of business and surfing:) Haven't booked flight but believe I will be arriving March 8 and departing March 20. Would love to know if your place is for sure available and a total price for the stay. Thank you in advance!,1,1,,,,,,,
How far is your apartment from the MTR station as one adult is not that mobile and we have a one year old baby stay with us for a few days.,,,,,,1,,,
"Hello, I want to inquire about booking your place. I am traveling with two other friends. In total we will have two females and one male in our group. Will it be possible to book you place in Osaka for the travel dates of 7/31/2015-8/2/2015? Please let me know, thank you!",1,,,,,,,,
"Hi, I interested on your hosts, but may I know how far from your hosts to 心齋橋？",,,,,,1,,,
"Hi May,We travel to japan 2 people in September. i liked the room you put on travelmob. As I saw there are more rooms in the same building. What is the difference between A and B room? I saw pictures of B. many thanks",,,,1,,,,,
Kindly give us your quote for 4nights . 4guests. Inclusive of taxes and other cost. Travelling dates 20 December . Will we get breakfast and other meals . How far it is from denpasar ? Is Kuta beach near Husseain,,1,,1,,1,,,
Hi I understand that the minimum stay must be 3 days..i am actually pregnant and planning for a baby shower. Hence I would only need the place for a few hours actually. Do you think you can consider my request ?Thanks !Maha,1,,,,,,,,1
Hi. I want ask u do u have any unit at 10feb check in and check out 12febCan let me know.this is my phone number. U can msg me +-- ---- ----,1,,,,,,,,
"Hi we are interested to rent the house from jan 3-5, -------.--- the house still available? We are going to attend a wedding on jan 4 thats why we need to rent a house. Can you please contact me asap at +-- ---- ----? Thank you,Patrick Magsajo",1,,,,,,,1,
"Hi Lisa! I had inquired about another property near Coogee Beach, but then I saw this one. What would be the best rate for our extended stay?Thank you!Alison",,1,,,,,,,
"Hi ChrisI'm looking to lock in some accommodation for above dates (71 nights) but obviously will want to negotiate on the prices that are shown on this site. I notice you have a number of properties listed, so perhaps we can come to an arrangement if you have something available in the St Kilda/Windsor/Prahran/South Yarra/South Melbourne/Middle Park areas. Thanks, Simon Willoughby",1,1,,,,1,,,
Sorry if i were to check in now i will still have to pay full for day... I suggset it would be better if i check in tomorrow afternoon on check in time...,,,,,1,,,,
Hi. Pls quote me price for 6 pax..? I want room with toilet,,1,,1,,,,,
"I was looking at a rate for October 29 - Nov1 coming from Canada. How far is the apartment from Grand Central and Times Sq, Thanks Ian",,1,,,,1,,,
"Hello Surya,I am looking out of a villa which can accommodate 6 people.Kindly let me know the availability and tariff.Thanks,Sai Prasad+-- ---- ----",1,1,,,,,,,
"I've been searching for accommodations in both Sydney, AU and Melbourne, AU over the past 2 days. I mistakenly requested a quote for your Collins place (# +-- ---- ----) in Melbourne, but for the Sydney dates. Can you please give me the new cost for the above dates of Jan 20-22? I apologize for my previous confusion/error.",,1,,,,,,,
Is your unit still avaliable,1,,,,,,,,
We have 4 adult and 2 kids.one is 3 the one is 1.5,,,,,,,,,1
"Hi Ethan, my name is Amanda and I am currently studying in Australia. I will be flying to Hong kong for a months internship and may I ask that does the cost of rent will include utilities? As this will be my first time enter Hong Kong so I am not so familiar about it.",,1,,,,,,,1
